DateTime,Open,High,Low,Close,Volume
2026-01-02 09:30:00,194.5904668252549,194.7127178926536,194.43809144418415,194.32358752436787,210038
2026-01-02 10:00:00,194.53740468716214,195.55426192632433,194.10747574219354,194.33080107255267,9654
2026-01-02 10:30:00,194.45580936992283,194.46783017590812,194.37849179142563,194.2643238503435,92920
2026-01-02 11:00:00,194.65510300739749,194.8791535959265,194.29285950491266,194.21194888934772,75756
2026-01-02 11:30:00,194.34883729152799,194.50180887881288,194.28664351252849,194.29520929293986,14704
2026-01-02 12:00:00,194.47763322481677,194.53074046825125,193.79601841107115,194.7031444321875,63685
2026-01-02 12:30:00,194.3183418305198,194.8141038754206,194.3429123310225,194.43022533761336,224426
2026-01-02 13:00:00,194.4473929625187,194.79088558150232,194.25824590272802,194.58632622196197,212260
2026-01-02 13:30:00,194.40356647193633,195.22569894966,194.4410746446628,194.53287588646216,44112
2026-01-02 14:00:00,194.6577012233317,194.5120816896671,193.89666998610576,194.09139668764297,279150
2026-01-02 14:30:00,194.31302686906048,195.14982060366575,193.161362927066,194.5401915026106,237817
2026-01-02 15:00:00,194.77193332002497,194.61316010144407,194.065082238002,194.4167430704753,113742
2026-01-02 15:30:00,194.4855322514867,194.65561622452103,194.38854253357056,194.44462141132115,19062
2026-01-05 09:30:00,193.95082034069037,193.8291391664647,193.3936601328148,193.57789938566464,99127
2026-01-05 10:00:00,193.58139821401616,193.694071361713,193.15505380438753,193.55978959818313,41094
2026-01-05 10:30:00,193.27418031021426,193.68058930548835,193.31926207515306,193.1698591565334,201823
2026-01-05 11:00:00,193.21361155812815,193.84291801361616,193.35859825789996,193.30841161549742,249958
2026-01-05 11:30:00,193.35043194257673,193.97312851726403,193.05389265817092,193.3542902713031,22801
2026-01-05 12:00:00,193.19077376330983,193.62480874320983,193.0627151980108,193.64094748394183,311597
2026-01-05 12:30:00,193.3257657370819,193.75016248531455,193.09484334391013,192.9912960237756,324079
2026-01-05 13:00:00,193.3361929795059,193.84545555177516,193.2818699821179,193.3435570488212,230208
2026-01-05 13:30:00,193.29664820567723,193.65972423547683,193.24576726658947,193.50721609123556,55596
2026-01-05 14:00:00,193.4671444289101,193.40464748183155,192.63823753911376,193.25598593208008,25588
2026-01-05 14:30:00,193.59611050578013,193.39571019710073,193.13084796835176,193.05711803464672,55174
2026-01-05 15:00:00,193.7875514943666,193.44162399011933,193.1942401014539,193.24385811522598,64806
2026-01-05 15:30:00,193.41052008092143,193.36105370125955,192.8394722430824,193.19332487586436,258129
2026-01-06 09:30:00,195.30228726299237,195.20827331594708,194.98668174762474,195.19924840113438,193150
2026-01-06 10:00:00,195.30392095712693,195.27103398098325,195.00643875493938,194.90026016434987,336758
2026-01-06 10:30:00,195.25792696005743,195.3150098045654,194.33625424583715,195.27974976961355,4076
2026-01-06 11:00:00,195.09234215305614,195.2379477594166,195.06174550966384,195.1505484553152,92825
2026-01-06 11:30:00,195.2501599431152,195.15286406847508,195.05380037142018,194.71832465467477,80549
2026-01-06 12:00:00,194.92186340758923,195.07581762094023,194.80172331595082,194.91142291125084,390834
2026-01-06 12:30:00,194.94017349992984,195.2529434956104,194.94934882769542,194.7233869211972,118930
2026-01-06 13:00:00,194.970209837279,195.2803912712371,194.89907712113066,194.9298413714454,45171
2026-01-06 13:30:00,195.43370356466093,195.50926111042804,194.68962573703203,195.05741014363247,304751
2026-01-06 14:00:00,194.95009225896163,195.64311830979545,194.44215771196684,194.68036453461565,1177
2026-01-06 14:30:00,195.3139652112305,195.59615065347413,194.8437641859167,194.84774074632134,78276
2026-01-06 15:00:00,195.2807750392204,195.50112451014422,195.02408940183912,195.27962966563985,21360
2026-01-06 15:30:00,194.92851504191287,195.5431714813395,194.6767111188897,194.89125470244173,74395
2026-01-07 09:30:00,190.18097726677206,190.12788150339384,189.9115695364596,190.0631453272691,104221
2026-01-07 10:00:00,189.75558384486138,190.31253653627232,189.30219123843744,189.83002732485505,72928
2026-01-07 10:30:00,190.0390133933834,191.24610264109546,189.90675125894694,189.94094435927687,161591
2026-01-07 11:00:00,189.7867184503932,190.46720935858616,189.97257390419094,189.74588633061913,80405
2026-01-07 11:30:00,189.61855132023075,190.10622790506432,189.61474819657047,190.12288360467915,11135
2026-01-07 12:00:00,190.04080287630927,190.31780601055937,189.78771273695318,189.96195510268987,152040
2026-01-07 12:30:00,189.5693980079853,190.41116969210674,189.7190971978362,189.58830740387822,123510
2026-01-07 13:00:00,190.0758144707691,190.0147420306292,189.86905468497255,189.86864033158724,88910
2026-01-07 13:30:00,190.14178121369295,190.38652471340805,189.784030939021,190.03861143357202,186396
2026-01-07 14:00:00,189.91208881789626,190.06582621797298,189.7563530152947,190.3522138832284,13556
2026-01-07 14:30:00,190.11705158435066,190.16265817122508,189.22031919697818,190.03849122154614,99828
2026-01-07 15:00:00,190.0782917843951,189.95699030597933,189.772762998081,189.85161189155184,141818
2026-01-07 15:30:00,189.62505251377718,190.5609085156931,189.5085080542943,189.89180136142244,248844
2026-01-08 09:30:00,183.67236625386968,184.51209954031114,183.3688419366621,184.00113975379796,26697
2026-01-08 10:00:00,183.70595964871572,184.58823476473643,183.72937602889056,183.57898525336915,168748
2026-01-08 10:30:00,184.03426097281726,183.86092759719602,183.55092659263408,183.807258481525,64579
2026-01-08 11:00:00,183.87481409602887,184.30051076337057,183.70469728481743,183.9158811650207,68453
2026-01-08 11:30:00,183.6560896101307,184.15730503110268,183.57613649294532,183.7104482744664,45479
2026-01-08 12:00:00,183.41080665892977,183.88685247615666,183.69657278719345,183.48111808386798,145432
2026-01-08 12:30:00,183.71071831319696,183.9501927210918,183.46153887513415,183.73140000388727,40367
2026-01-08 13:00:00,183.45495190237182,183.7342159204255,183.5916757015162,184.10546711429862,35125
2026-01-08 13:30:00,183.5372823332533,183.9206770251682,183.46607236912365,183.73923290245162,80742
2026-01-08 14:00:00,183.45452717041803,184.03124020924864,183.60845342485655,183.6222302472663,185233
2026-01-08 14:30:00,184.0749226021435,183.88143436293205,183.45455149466156,183.7052222037682,57946
2026-01-08 15:00:00,183.43156888484464,183.8192117759617,183.22645114543195,183.76242018988188,390063
2026-01-08 15:30:00,183.6947488595782,183.99844200349474,182.8871235149594,183.32847274505895,152236
2026-01-09 09:30:00,189.12389079872418,190.13639985699402,189.10223435078558,189.29858532661189,109847
2026-01-09 10:00:00,189.56900393157937,189.8711456022399,189.43793039182094,189.24993553450776,67528
2026-01-09 10:30:00,189.30714333962658,189.94721425762134,189.35394491227308,189.6356415694161,59276
2026-01-09 11:00:00,189.51854366935333,189.57261071357095,189.22503914853178,189.45205143866227,75738
