Date,Open,High,Low,Close,Volume
2026-01-02,141.88446124154427,142.3309411874029,141.75112461374738,141.8614857963004,1597331
2026-01-05,141.6801089272657,141.6801089272657,140.9461102374129,141.4640754128036,1939985
2026-01-06,142.32712039952708,142.3873512782112,141.51739030732588,142.2972076742557,1742259
2026-01-07,140.48704087571275,142.77360172292558,139.43426285432577,140.3275049625851,1485188
2026-01-08,138.0902731635956,140.57642589976663,137.4205474553169,137.8909615464579,1461107
2026-01-09,140.3842957196127,142.70171950487847,140.34325559718482,140.37713847624343,1572366
2026-01-12,145.3462654072344,146.68316758986563,143.69362005251955,145.09635302498296,804584
2026-01-13,143.83679272297155,144.40739934394395,141.71628064760444,143.8562480453732,1174336
2026-01-14,144.7446440461356,146.04436154847684,144.32292073479363,144.82603220291656,1129569
2026-01-15,146.1320080382878,146.67393635236365,145.41693415169388,145.79010067975398,1261130
2026-01-16,144.76560105040565,146.03416993716985,144.1352090113846,144.92140572788517,664828
2026-01-19,141.50589007848697,142.24445789479512,138.89134590621453,141.10686732310572,1222607
2026-01-20,141.73176458612184,142.64100689683022,138.83907274058646,141.65916470163782,591541
2026-01-21,135.4512712702206,136.19263868116516,133.96681760305165,135.40644209017347,1742265
2026-01-22,137.00508173611368,137.2021734452955,135.82887141795666,137.0958659334309,1357267
2026-01-23,137.54323270473276,138.04973256845489,137.19649055030317,137.280522318751,919367
2026-01-26,136.90323504969606,136.90323504969606,136.39288532073303,136.61648010185803,625248
2026-01-27,139.8650710379005,140.19821671004115,139.68332276616655,139.8947888049664,988911
2026-01-28,141.42765913927875,143.49981782258553,140.8824030231325,141.99979336525382,1381268
2026-01-29,141.4530951719314,145.20041263393546,140.95843722354454,141.53896225020281,937008
2026-01-30,146.8586033334913,147.50530098898716,145.83352223929012,146.99642136254172,583874
2026-02-02,145.54205131411243,145.91463348537638,145.4403790287216,145.89150288565867,992553
2026-02-03,145.65002635784637,146.34233533490317,144.68804693271898,145.95465238040475,1325606
2026-02-04,146.55631166367954,147.05326186253083,146.53704123808367,146.64905752826834,1158380
2026-02-05,145.37582345867798,145.71410546323958,143.55028109043565,145.32868211074552,866176
2026-02-06,149.84180526395627,151.77758501567246,148.5013095847763,150.02343875693228,1832698
2026-02-09,150.9623028196748,151.94937267968453,150.84745196159886,151.26100457944224,977042
2026-02-10,151.39681137604896,152.08718315390104,150.5417166501139,151.85867220232768,1589461
2026-02-11,153.58916984816835,154.21530751128668,151.8842967535416,153.33167926499794,1746628
2026-02-12,151.1238864828914,152.813911490035,150.3422336177418,151.24186317449744,521282
2026-02-13,146.89659424179567,147.59078166489337,146.31744298476897,147.4369022142758,1201224
2026-02-16,151.44776007171367,154.05437464750452,151.44776007171367,151.6463872364128,540191
2026-02-17,149.29728112970426,151.09997893565358,148.40870242967483,149.37034655342768,1211185
2026-02-18,148.93513440199965,152.11642168985458,147.07525703915334,148.71226564445539,588477
2026-02-19,152.2328153233033,153.82509278111368,152.12781096724547,152.25800206877526,851981
2026-02-20,158.53099461752493,159.5769610207513,156.65625557477563,158.22744178358633,1371483
2026-02-23,155.88062011609986,156.9259654531154,155.7376251867173,155.87765307507019,751593
2026-02-24,157.36042317610583,158.0674495593791,155.1063115120932,157.4921263805899,1308926
2026-02-25,156.30735804515186,159.30402043990188,155.10160988452827,156.91542658560235,1224940
2026-02-26,164.44915001095046,166.7100204875896,163.2111352133741,164.349405470095,1929329
2026-02-27,168.07349520562167,169.23495309938696,166.09811203508124,167.79915658110238,766885
2026-03-02,164.20877846448727,164.51181056717962,163.53778090958667,164.30686829813354,636520
2026-03-03,165.5893376164904,166.1143415933717,164.67084260212118,165.70113933424656,1345778
2026-03-04,160.89190314615934,162.5521949516636,160.85301034888533,161.1988283657613,635390
2026-03-05,161.0390983774971,161.96369247667755,160.3717330032875,160.79245361513395,993583
2026-03-06,163.450120221838,165.4835832460406,162.42428362600393,163.73323725296578,680458
2026-03-09,163.15101319195483,163.781319856805,162.49866339186403,163.2169446093409,1307916
2026-03-10,160.85800827046597,160.94830299713078,159.6559739583593,160.70314582915543,1070661
2026-03-11,157.64681647877762,158.8821952009706,156.34116778034505,157.41324990927146,896731
2026-03-12,155.91727716583904,156.28555914432877,154.18309972616203,156.12981328479086,1091619
2026-03-13,156.87921823103213,156.87921823103213,155.96618232619545,156.53382141866265,1715637
2026-03-16,157.0052292441235,157.93023251780386,157.0052292441235,157.65864047313462,767590
2026-03-17,154.43248815437582,155.09477541235464,153.54082680385378,154.60932937158705,840891
2026-03-18,153.69712188174876,154.5775296100726,153.33083161095203,153.88005675771007,1206566
2026-03-19,153.55726864254146,155.26337614605822,153.55726864254146,153.90338185908396,1265538
2026-03-20,151.30590498334104,151.60931956798143,150.2394391473594,151.2978520523956,864134
2026-03-23,151.67546875590466,153.80519307745493,150.5972995228638,151.53980942902064,1356281
2026-03-24,153.42685568221194,154.0838347802295,151.0127919603638,153.89273664871064,1779524
2026-03-25,156.2618080947648,156.429387957832,156.13891607142182,156.3618950300543,1764855
2026-03-26,151.56005425489778,152.73494521502303,149.327176227255,151.856016910462,619582
2026-03-27,150.34542319584492,151.06095911407024,149.58815981697688,150.55915626146313,849816
2026-03-30,148.78891650483274,148.86713794257645,146.2221323703373,148.54354005533395,1936201
2026-03-31,153.1569573593758,153.94553874361137,153.1569573593758,153.58763829151826,930273
2026-04-01,152.1285404484697,152.5488829911055,149.9461726339856,152.05922116880603,1345600
2026-04-02,153.83922819396543,155.28222501141016,153.21136308349878,153.35788569263923,593996
2026-04-03,155.43872737494124,155.6228562242747,154.46312982428867,155.46442407706226,1089747
2026-04-06,150.4577437074613,151.04797889542544,147.75819010776445,150.25267941481724,1043057
2026-04-07,144.83587464783233,147.91072933868688,144.67013702450691,144.70711808083607,853630
2026-04-08,147.28448493079873,148.91850770401362,147.24983072607768,147.28130375509443,1642203
2026-04-09,152.80035314806634,155.91861497981296,152.75344783675976,153.23900630235886,1309616
2026-04-10,156.86774644360975,159.72161038404792,156.86774644360975,157.2980295250034,918604
2026-04-13,159.22521188412634,160.87018120346013,159.22521188412634,159.52302438037296,1487217
2026-04-14,151.90771783393575,152.57182630370625,150.23079775707387,151.6819294336034,1189648
2026-04-15,154.893715049417,156.3269759517747,154.3258705244717,154.90181876755943,1186896
2026-04-16,161.99908439201747,161.99908439201747,158.84220860508455,161.59135500923048,1591354
2026-04-17,159.50191772072026,159.78043130769564,158.82263764443232,159.46272766211646,690956
2026-04-20,163.85153171611577,166.6402617455291,163.27954130503122,164.06825585309653,1614784
2026-04-21,161.52816648866153,164.20628249872917,160.67775027915522,161.7511164700069,1031176
2026-04-22,161.43215111115785,161.43215111115785,159.90125117015953,161.1102915551963,1782602
2026-04-23,162.71265597205337,163.18601716500075,161.0358270810923,162.42747321286024,1814872
2026-04-24,163.9391706624127,164.61638610320034,163.17120690435476,163.9658328857295,560627
2026-04-27,169.82567451731396,170.44590914892333,168.62361704163257,170.04799810496462,1680830
2026-04-28,175.57933091021616,175.57933091021616,174.55039525784102,175.03012577716808,1465265
2026-04-29,176.2076926059309,177.58976200695378,173.86217930861832,176.63158338763276,1082470
2026-04-30,172.4825625590641,174.59038654479417,170.9425211659988,171.87295346758853,1215122
2026-05-01,176.93783745725244,179.7119391554498,176.03532042653282,176.87449906726772,994491
2026-05-04,178.6161306722356,178.74765555760442,176.4474140697315,178.31156485082053,833801
2026-05-05,182.02950199773457,182.68978353273334,180.4061071369285,181.6110131372367,1148495
2026-05-06,188.86991675315832,189.3173548566084,187.53558711499514,188.27119937772883,1846541
2026-05-07,187.9446543854842,189.19500277778081,187.9446543854842,188.1385736281657,1663724
2026-05-08,187.3748978052766,189.1817181976028,185.46489689959745,186.8838509874777,1021449
2026-05-11,187.61745575555184,188.6318588519268,187.00739454637585,187.8898804547561,1781312
2026-05-12,193.0837978193515,193.35531261310734,192.48833202610857,192.84257472123397,1765155
2026-05-13,194.2490681853447,197.49727785307084,192.95882636062302,194.2433392381047,1492527
2026-05-14,191.54148272166273,192.50915260596256,188.65571634361243,191.41738197154447,1886785
2026-05-15,188.1288506750862,188.21223490088943,186.89550505024965,187.76422519268348,927784
2026-05-18,193.063877207495,196.04854879715538,193.05041514923053,193.4363346495274,1866165
2026-05-19,189.21906219222564,190.48305941723794,186.92302654053756,188.73150901028657,910145
2026-05-20,191.02845904286397,191.02845904286397,189.24417716986324,190.90022935010677,687653
2026-05-21,185.92169911493025,187.6866608512362,185.26561476386763,186.4174108385374,581388
