Date,Open,High,Low,Close,Volume
2026-01-02,194.46548384148508,195.61926166457346,194.15535711108538,194.43399391625488,1597331
2026-01-05,193.48264830863027,193.48264830863027,191.88461520529523,193.1876263975234,1939985
2026-01-06,195.08315410558308,195.2697585322372,193.0731821048815,195.04215370609876,1742259
2026-01-07,190.07370553445668,195.95426500495498,187.63163261155765,189.857859418082,1485188
2026-01-08,183.86301826741547,190.18429915136517,182.44385276472144,183.59764088301938,1461107
2026-01-09,189.5118936278352,195.28288704008446,189.41797340134033,189.5022317013561,1572366
2026-01-12,201.49578406848988,205.20163708848662,197.5671125826206,201.14932665337096,804584
2026-01-13,197.71714100336825,199.13947982430454,192.3251738820643,197.7438841658772,1174336
2026-01-14,199.84138603822132,203.05232989865416,198.67419166771379,199.95375442439124,1129569
2026-01-15,202.63112010160643,204.41461966633318,201.2038343036253,202.1570208815879,1261130
2026-01-16,199.47657644318602,202.51578059870133,197.69567003687712,199.6912640722356,664828
2026-01-19,190.41326030057684,192.6961581257772,184.38454780710703,189.87632700582762,1222607
2026-01-20,191.1040703351947,193.4448830671691,184.0016267537121,191.00618025761557,591541
2026-01-21,175.6011992986722,177.42062546280837,172.10506470697803,175.5430820310672,1742265
2026-01-22,179.2533372215096,179.62833414770367,176.31846306758928,179.37211654071348,1357267
2026-01-23,179.93410289235982,181.4441007978771,179.38792173240302,179.5904250778096,919367
2026-01-26,178.1418885504109,178.1418885504109,177.23280074387975,177.76875589258512,625248
2026-01-27,185.43230814943723,186.21275537885197,184.95525431523436,185.4717077943892,988911
2026-01-28,189.63738021949976,194.1096638422149,187.64454383193464,190.4045429966265,1381268
2026-01-29,188.9142253233227,198.0367251683728,187.60070770889763,189.02890300183304,937008
2026-01-30,202.22714153876993,203.7077511398355,199.46709270494813,202.41691963439902,583874
2026-02-02,198.89349471555485,199.42927318237946,198.23540067554308,199.37104497454268,992553
2026-02-03,198.86224655043728,200.2532291175493,196.0925191604264,199.27816556342015,1325606
2026-02-04,200.6474190077022,201.79379518547148,200.491891530781,200.7743955817039,1158380
2026-02-05,197.27175869731315,198.1712300978088,192.7623272575759,197.20778893677974,866176
2026-02-06,208.58580392898813,213.33677496550334,204.93547291073912,208.83864503755655,1832698
2026-02-09,211.33732103762415,213.5306658254912,210.68900344487514,211.7554839068928,977042
2026-02-10,212.3821614066517,213.62057195425032,209.6268727852147,213.03006805450372,1589461
2026-02-11,216.94201570025524,218.87746372551172,212.81231018991457,216.5783147557678,1746628
2026-02-12,210.7408701196231,214.943663438505,208.59442015923412,210.90538753127467,521282
2026-02-13,200.24432314923536,201.3672578954893,198.16978507777944,200.98085216680622,1201224
2026-02-16,211.13402553535568,217.59485496055567,211.13402553535568,211.41093258795084,540191
2026-02-17,205.24283852473508,209.72338687087515,202.90802567704097,205.34328345480702,1211185
2026-02-18,203.72760185485896,212.00055462752044,199.29779626021667,203.4227408313995,588477
