DateTime,Open,High,Low,Close,Volume
2026-01-02 09:30:00,141.97565039741008,142.06484631275416,141.86447540417927,141.78093190508503,210038
2026-01-02 10:00:00,141.93693559452117,142.67884741706186,141.62325403250816,141.78619500050752,9654
2026-01-02 10:30:00,141.8774026254943,141.8861731566303,141.82099074842046,141.73769238363352,92920
2026-01-02 11:00:00,142.02280976831153,142.1862798937874,141.75851235587095,141.6994789537917,75756
2026-01-02 11:30:00,141.79935445256862,141.91096444534693,141.75397708969885,141.76022679075,14704
2026-01-02 12:00:00,141.8933255843283,141.93207329664142,141.39601084902344,142.05786139566953,63685
2026-01-02 12:30:00,141.7771045809205,142.1388188000983,141.79503152691316,141.85873619395642,224426
2026-01-02 13:00:00,141.87126190886673,142.12187844102553,141.73325783665973,141.97262936120444,212260
2026-01-02 13:30:00,141.83928555048396,142.43912373958946,141.86665198474427,141.93363132460814,44112
2026-01-02 14:00:00,142.02470545931405,141.91845961726483,141.46944750325534,141.61152255221091,279150
2026-01-02 14:30:00,141.7732267182362,142.3837619446394,140.93295823092774,141.9389688900998,237817
2026-01-02 15:00:00,142.10805063284124,141.9922076969488,141.59232319900735,141.84889936239426,113742
2026-01-02 15:30:00,141.89908881346932,142.0231842179755,141.82832389621686,141.86923975027742,19062
2026-01-05 09:30:00,142.02293380111777,141.93383122696247,141.61494621343587,141.7498577294846,99127
2026-01-05 10:00:00,141.7524197906632,141.83492612380684,141.44022372075847,141.7365966092474,41094
2026-01-05 10:30:00,141.5274556067658,141.82505371813548,141.56046729759697,141.4510651265541,201823
2026-01-05 11:00:00,141.48310337431414,141.94392096153234,141.58927171341966,141.55252191169615,249958
2026-01-05 11:30:00,141.58329182605178,142.03926924470693,141.36614719585836,141.58611713591299,22801
2026-01-05 12:00:00,141.46638011108718,141.7842076980467,141.3726076119032,141.79602549444783,311597
2026-01-05 12:30:00,141.56522968605177,141.87599955634042,141.39613385185513,141.3203100210153,324079
2026-01-05 13:00:00,141.57286516579816,141.94577910584613,141.53308646597952,141.57825759841091,230208
2026-01-05 13:30:00,141.54390800652558,141.8097750075232,141.50664979729967,141.69809899586386,55596
2026-01-05 14:00:00,141.66875601584576,141.62299183829748,141.06177849376027,141.51413254395658,25588
2026-01-05 14:30:00,141.7631930518208,141.61644739885935,141.42249869209982,141.36850901845287,55174
2026-01-05 15:00:00,141.90337812967235,141.65006835274338,141.46891838090164,141.50525179714046,64806
2026-01-05 15:30:00,141.62729212303108,141.59106974278146,141.2091351431935,141.46824819542326,258129
2026-01-06 09:30:00,142.48699371827217,142.41840381658795,142.25673691116634,142.41181949544023,193150
2026-01-06 10:00:00,142.48818561504487,142.46419221266916,142.27115106174585,142.1936861821361,336758
2026-01-06 10:30:00,142.45462970301043,142.496275722731,141.78220350625747,142.4705510041468,4076
2026-01-06 11:00:00,142.33382373762376,142.4400534465001,142.3115012968785,142.37628940016452,92825
2026-01-06 11:30:00,142.44896310837007,142.37797880566197,142.305704750003,142.06095120914884,80549
2026-01-06 12:00:00,142.20944729393298,142.3217679090065,142.12179650027105,142.20183020476813,390834
2026-01-06 12:30:00,142.2228058165027,142.45099390909675,142.22949987466257,142.0646444948153,118930
2026-01-06 13:00:00,142.24471947389586,142.47101902548485,142.19282306745316,142.2152677894417,45171
2026-01-06 13:30:00,142.5828713140379,142.63799595031313,142.0400132951326,142.30833833713473,304751
2026-01-06 14:00:00,142.23004226096867,142.7356543556124,141.85946766288686,142.03325658527007,1177
2026-01-06 14:30:00,142.4955136171457,142.70138808948207,142.15246832321122,142.15536950857538,78276
2026-01-06 15:00:00,142.4712990116898,142.63205971817894,142.28402847167882,142.47046337970377,21360
2026-01-06 15:30:00,142.21430013714016,142.66273599240253,142.0305911570721,142.18711605327422,74395
2026-01-07 09:30:00,140.56632742510803,140.5270833505051,140.3672031184912,140.479235628508,104221
2026-01-07 10:00:00,140.25191116808716,140.66356534878554,139.9168001886262,140.30693374044876,72928
2026-01-07 10:30:00,140.46139926354277,141.35358156728185,140.36364183920762,140.38891460100396,161591
2026-01-07 11:00:00,140.2749233390116,140.77788693287664,140.41229259090912,140.24474355341943,80405
2026-01-07 11:30:00,140.15062785888375,140.5110787698343,140.14781689885322,140.52338930982208,11135
2026-01-07 12:00:00,140.46272190393768,140.66746011606793,140.27565823485742,140.40444403554827,152040
2026-01-07 12:30:00,140.11429772385966,140.73646696427437,140.2249432029095,140.12827401303792,123510
2026-01-07 13:00:00,140.4885996300975,140.4434598440856,140.3357795943278,140.3354733379689,88910
2026-01-07 13:30:00,140.53735688709693,140.7182513982649,140.27293694894811,140.4611021675068,186396
2026-01-07 14:00:00,140.3675869291409,140.48121712511133,140.25247967638137,140.69289162012842,13556
2026-01-07 14:30:00,140.51907875420903,140.55278743798732,139.8562870271517,140.46101331654373,99828
2026-01-07 15:00:00,140.49043065906415,140.40077446117735,140.26460860245237,140.322887298545,141818
2026-01-07 15:30:00,140.15543301297348,140.84714173736148,140.0692928170049,140.35259208953966,248844
2026-01-08 09:30:00,137.9470840172528,138.57776548871982,137.71912215591738,138.1940092708566,26697
2026-01-08 10:00:00,137.9723143279183,138.63494682968405,137.9899011943002,137.87695024054813,168748
2026-01-08 10:30:00,138.21888495398738,138.08870296625838,137.85587679053074,138.04839479056707,64579
2026-01-08 11:00:00,138.09913241767924,138.41885179154787,137.97136622983314,138.1299758294134,68453
2026-01-08 11:30:00,137.93485944810732,138.31129716270613,137.87481067975548,137.97568550914804,45479
2026-01-08 12:00:00,137.7506397499163,138.10817384001612,137.96526432795648,137.80344712775516,145432
